CustomerID,Recency,Frequency,Monetary,Segment
12633,,7,5678.160000000003,At Risk
12634,,2,490.0,At Risk
12635,,4,2930.4100000000017,At Risk
12636,,1,141.0,At Risk
12637,,12,8283.810000000007,Loyal
12638,,2,921.4900000000001,At Risk
12639,,3,1312.37,At Risk
12640,,3,1174.58,At Risk
12641,,1,185.9,At Risk
12642,,3,1013.26,At Risk
12643,,12,8304.819999999998,Loyal
12644,,4,1918.490000000001,At Risk
12645,,8,3539.300000000002,At Risk
12646,,2,1346.9700000000003,At Risk
12647,,36,16955.549999999996,Loyal
12648,,4,1112.0,At Risk
12649,,8,2294.65,At Risk
12650,,1,314.43999999999994,At Risk
12651,,4,377.75000000000006,At Risk
12652,,2,1017.03,At Risk
12653,,3,4160.830000000001,At Risk
12654,,5,601.98,At Risk
12655,,1,261.35,At Risk
12656,,8,6407.830000000003,At Risk
12657,,4,1643.18,At Risk
12658,,1,686.0500000000001,At Risk
12659,,1,91.67999999999999,At Risk
12660,,1,245.09999999999997,At Risk
12661,,1,162.00000000000003,At Risk
12662,,20,6726.540000000008,Loyal
12663,,2,239.4,At Risk
12664,,11,6070.039999999999,Loyal
12665,,3,313.6,At Risk
12666,,1,1248.4199999999998,At Risk
12667,,1,620.1299999999999,At Risk
12668,,10,11383.02999999999,Loyal
12669,,3,2744.0300000000007,At Risk
12670,,7,3760.29,At Risk
12671,,1,2622.4810000000007,At Risk
12672,,2,437.04999999999995,At Risk
12673,,3,1230.0200000000002,At Risk
12674,,4,1970.6000000000006,At Risk
12675,,2,957.2500000000002,At Risk
12676,,11,2843.09,Loyal
12677,,2,395.1,At Risk
12678,,21,34281.179999999986,Loyal
12679,,4,1113.02,At Risk
12680,,4,880.81,At Risk
12681,,45,29834.760000000002,Loyal
12682,,52,22950.219999999972,Loyal
12683,,21,11633.699999999993,Loyal
12684,,7,2283.6299999999997,At Risk
12685,,6,2863.0800000000004,At Risk
12686,,1,89.14,At Risk
12687,,2,2138.9100000000003,At Risk
12688,,1,4873.810000000005,At Risk
12689,,2,1247.61,At Risk
12690,,1,389.01,At Risk
12691,,7,1170.4,At Risk
12692,,1,110.95,At Risk
12693,,7,1703.02,At Risk
12694,,3,1843.3500000000013,At Risk
12695,,7,1407.12,At Risk
12696,,2,851.9100000000001,At Risk
12697,,3,957.5899999999999,At Risk
12698,,1,339.75,At Risk
12699,,1,638.11,At Risk
12700,,4,4939.990000000006,At Risk
12701,,6,2446.4100000000003,At Risk
12702,,1,219.0,At Risk
12703,,4,1006.53,At Risk
12704,,8,2340.84,At Risk
12705,,14,11762.099999999982,Loyal
12707,,1,603.42,At Risk
12708,,18,5117.66,Loyal
12709,,34,30291.76000000004,Loyal
12710,,3,1149.0200000000007,At Risk
12711,,2,1339.0499999999993,At Risk
12712,,21,6723.029999999997,Loyal
12713,,1,848.5499999999998,At Risk
12714,,12,14093.710000000014,Loyal
12715,,1,343.36,At Risk
12716,,2,1053.4899999999996,At Risk
12717,,3,1308.9100000000003,At Risk
12718,,1,238.25000000000003,At Risk
12719,,2,644.9499999999999,At Risk
12720,,30,7787.279999999994,Loyal
12721,,8,4013.0799999999995,At Risk
12722,,4,997.6299999999999,At Risk
12723,,5,725.0699999999998,At Risk
12724,,7,2317.5200000000004,At Risk
12725,,4,2266.7600000000007,At Risk
12726,,11,4014.5999999999985,Loyal
12727,,10,5679.53,Loyal
12728,,5,1070.1699999999998,At Risk
12729,,1,453.01000000000005,At Risk
12730,,1,829.2500000000001,At Risk
12731,,17,25775.71000000004,Loyal
12732,,1,236.26000000000008,At Risk
12733,,4,2424.87,At Risk
12734,,3,639.6499999999999,At Risk
12735,,2,779.5699999999998,At Risk
12736,,1,234.00000000000003,At Risk
12737,,2,3710.5,At Risk
12738,,1,155.35,At Risk
12739,,4,2726.7300000000005,At Risk
12740,,1,427.59999999999997,At Risk
12741,,2,406.07000000000005,At Risk
12742,,1,1201.52,At Risk
12743,,2,540.1299999999998,At Risk
12744,,11,25317.059999999976,Loyal
12745,,3,925.4100000000002,At Risk
12746,,1,254.54999999999995,At Risk
12747,,26,8898.480000000001,Loyal
12748,,336,53539.63999999978,Loyal
12749,,9,6897.3600000000015,At Risk
12750,,1,275.88,At Risk
12751,,1,268.27,At Risk
12752,,1,4366.779999999999,At Risk
12753,,6,21429.39,At Risk
12754,,3,3010.7400000000007,At Risk
12755,,11,5236.259999999999,Loyal
12756,,1,112.08000000000001,At Risk
12757,,13,7834.65,Loyal
12758,,7,9903.239999999998,At Risk
12759,,8,5020.739999999994,At Risk
12760,,1,347.79999999999995,At Risk
12761,,2,782.9499999999999,At Risk
12762,,2,1898.5200000000004,At Risk
12763,,2,494.08,At Risk
12764,,1,1693.8800000000003,At Risk
12765,,6,1404.58,At Risk
12766,,9,8918.989999999998,At Risk
12767,,1,949.8199999999999,At Risk
12768,,1,168.69000000000003,At Risk
12769,,1,1143.6000000000001,At Risk
12770,,2,3246.4500000000003,At Risk
12771,,1,282.3,At Risk
12772,,1,892.4700000000004,At Risk
12773,,1,124.25,At Risk
12774,,1,98.7,At Risk
12775,,7,1686.1200000000006,At Risk
12776,,1,55.5,At Risk
12777,,1,519.4499999999999,At Risk
12778,,9,1775.6800000000012,At Risk
12779,,14,6474.109999999998,Loyal
12780,,1,337.39999999999986,At Risk
12781,,2,826.7400000000001,At Risk
12782,,11,4618.239999999998,Loyal
12783,,6,2225.91,At Risk
12784,,3,1763.150000000001,At Risk
12785,,3,1100.3999999999999,At Risk
12786,,1,728.4999999999999,At Risk
12787,,4,862.1800000000001,At Risk
12788,,4,444.90000000000003,At Risk
12789,,3,273.34999999999997,At Risk
12790,,2,591.85,At Risk
12791,,6,863.51,At Risk
12792,,2,827.0099999999998,At Risk
12793,,3,885.53,At Risk
12794,,2,860.4099999999999,At Risk
12795,,1,430.4800000000001,At Risk
12796,,1,381.0,At Risk
12797,,2,552.08,At Risk
12798,,4,8510.93,At Risk
12799,,1,219.35000000000002,At Risk
12800,,3,584.2499999999999,At Risk
12801,,1,1071.8199999999997,At Risk
12802,,7,2416.4200000000005,At Risk
12803,,1,1092.81,At Risk
12804,,2,325.36999999999995,At Risk
12805,,4,1434.9500000000005,At Risk
12806,,4,2878.959999999999,At Risk
12807,,1,330.34999999999997,At Risk
12808,,5,776.6999999999998,At Risk
12809,,3,1755.9400000000003,At Risk
12810,,2,534.99,At Risk
12811,,5,1033.9,At Risk
12812,,1,229.63999999999993,At Risk
12813,,3,1687.8000000000009,At Risk
12814,,1,125.92,At Risk
12815,,2,1063.46,At Risk
12816,,2,572.2,At Risk
12817,,3,690.98,At Risk
12818,,1,1542.08,At Risk
12819,,1,540.5200000000001,At Risk
12820,,11,2689.520000000002,Loyal
12821,,2,220.79999999999998,At Risk
12822,,2,948.8799999999999,At Risk
12823,,18,6501.5,Loyal
12824,,1,397.1199999999999,At Risk
12825,,2,518.63,At Risk
12826,,12,2800.7500000000036,Loyal
12827,,3,430.1499999999999,At Risk
12828,,6,1018.7100000000003,At Risk
12829,,3,385.30000000000007,At Risk
12830,,6,6814.640000000001,At Risk
12831,,3,451.11,At Risk
12832,,2,383.03000000000003,At Risk
12833,,1,417.37999999999994,At Risk
12834,,1,312.37999999999994,At Risk
12835,,41,5996.829999999983,Loyal
12836,,15,6559.729999999992,Loyal
12837,,2,662.6600000000001,At Risk
12838,,10,2975.91,Loyal
12839,,26,9669.119999999992,Loyal
12840,,7,4041.9700000000007,At Risk
12841,,40,6958.199999999988,Loyal
12842,,4,1917.99,At Risk
12843,,30,6583.359999999996,Loyal
12844,,4,648.6000000000001,At Risk
12845,,4,354.09000000000003,At Risk
12846,,1,15.58,At Risk
12847,,2,1608.9999999999998,At Risk
12848,,1,208.00000000000003,At Risk
12849,,6,3042.4700000000003,At Risk
12850,,1,330.0,At Risk
12851,,2,280.76000000000005,At Risk
12852,,1,311.54999999999995,At Risk
12853,,11,3907.5000000000014,Loyal
12854,,7,2970.969999999999,At Risk
12855,,4,612.8400000000004,At Risk
12856,,6,2170.780000000001,At Risk
12857,,6,3687.9999999999995,At Risk
12858,,1,147.26999999999998,At Risk
12859,,1,575.0999999999999,At Risk
12860,,1,54.22,At Risk
12861,,1,68.25,At Risk
12862,,2,984.6200000000003,At Risk
12863,,6,2792.55,At Risk
12864,,2,299.57,At Risk
12865,,4,3323.470000000002,At Risk
12866,,3,1227.35,At Risk
12867,,13,7829.259999999988,Loyal
12868,,8,2043.7600000000007,At Risk
12869,,1,337.66999999999996,At Risk
12870,,3,1676.9500000000007,At Risk
12871,,3,744.0199999999998,At Risk
12872,,12,3283.9599999999964,Loyal
12873,,3,2027.3000000000002,At Risk
12874,,2,948.42,At Risk
12875,,5,1356.99,At Risk
12876,,4,4081.7900000000004,At Risk
12877,,20,2942.139999999998,Loyal
12878,,2,854.9899999999999,At Risk
12879,,3,573.22,At Risk
12880,,2,640.1299999999998,At Risk
12881,,1,298.0,At Risk
12882,,2,1463.0399999999995,At Risk
12883,,4,703.4700000000001,At Risk
12884,,1,309.05000000000007,At Risk
12885,,3,1175.2199999999998,At Risk
12886,,2,1378.4,At Risk
12887,,1,222.39999999999998,At Risk
12888,,2,354.12,At Risk
12889,,4,385.46000000000004,At Risk
12890,,2,706.0199999999999,At Risk
12891,,11,840.5,At Risk
12892,,1,263.37999999999994,At Risk
12893,,1,176.55,At Risk
12894,,1,157.35,At Risk
12895,,2,372.79999999999995,At Risk
12897,,4,514.25,At Risk
12898,,2,296.21000000000004,At Risk
12899,,1,366.4,At Risk
12900,,1,340.33,At Risk
12901,,28,17654.539999999997,Loyal
12902,,1,138.68,At Risk
12903,,1,833.5300000000001,At Risk
12904,,2,496.0599999999998,At Risk
12905,,2,1018.4200000000003,At Risk
12906,,5,2919.809999999999,At Risk
12907,,2,508.9099999999999,At Risk
12908,,5,1776.0,At Risk
12909,,8,3103.1900000000005,At Risk
12910,,13,5796.519999999999,Loyal
12911,,1,1651.7199999999998,At Risk
12912,,5,1662.3,At Risk
12913,,13,6283.240000000001,Loyal
12914,,1,223.98,At Risk
12915,,4,975.1000000000003,At Risk
12916,,7,4479.729999999999,At Risk
12917,,6,4359.200000000001,At Risk
12918,,1,10953.5,At Risk
12919,,6,1335.1899999999998,At Risk
12920,,4,486.64000000000004,At Risk
12921,,74,35233.24000000005,Loyal
12922,,1,405.38,At Risk
12923,,3,770.4199999999998,At Risk
12924,,12,2469.399999999999,Loyal
12925,,3,729.3299999999997,At Risk
12926,,4,1523.9700000000007,At Risk
12927,,1,197.31000000000003,At Risk
12928,,12,4304.890000000002,Loyal
12929,,1,117.85000000000001,At Risk
12930,,2,415.79999999999995,At Risk
12931,,57,92347.34000000003,Loyal
12932,,8,1698.5600000000004,At Risk
12933,,8,1636.6300000000015,At Risk
12934,,1,181.65,At Risk
12935,,15,4243.860000000001,Loyal
12936,,4,1063.9000000000003,At Risk
12937,,9,3097.6099999999997,At Risk
12938,,1,114.14,At Risk
12939,,20,25264.800000000007,Loyal
12940,,2,899.69,At Risk
12941,,1,377.4900000000002,At Risk
12942,,3,675.6,At Risk
12943,,2,496.4999999999999,At Risk
12944,,2,604.51,At Risk
12945,,2,900.1099999999999,At Risk
12946,,1,324.45,At Risk
12947,,6,1603.9900000000002,At Risk
12948,,9,2317.43,At Risk
12949,,22,15526.700000000017,Loyal
12950,,3,1843.0,At Risk
12951,,15,3213.72,Loyal
12952,,4,1387.7900000000004,At Risk
12953,,2,828.8099999999998,At Risk
12954,,1,162.45000000000002,At Risk
12955,,11,4757.159999999999,Loyal
12956,,4,521.8899999999998,At Risk
12957,,13,8706.970000000003,Loyal
12958,,2,467.3399999999999,At Risk
12959,,1,150.95,At Risk
12960,,4,1322.0700000000002,At Risk
12961,,1,211.99,At Risk
12962,,2,266.39,At Risk
12963,,12,3235.790000000001,Loyal
12964,,1,132.24,At Risk
12965,,1,769.8099999999997,At Risk
12966,,1,160.17999999999998,At Risk
12967,,3,2938.5200000000004,At Risk
12968,,1,135.95,At Risk
12969,,1,122.45,At Risk
12970,,10,1453.6,At Risk
12971,,116,15704.6,Loyal
12972,,4,1161.1999999999998,At Risk
12973,,1,385.55,At Risk
12974,,2,408.95,At Risk
12975,,6,2100.0900000000006,At Risk
12976,,8,3156.3799999999983,At Risk
12977,,4,513.8799999999999,At Risk
12978,,5,2502.819999999999,At Risk
12979,,1,517.7000000000002,At Risk
12980,,21,16245.779999999997,Loyal
12981,,2,372.21999999999997,At Risk
12982,,8,2744.8099999999995,At Risk
12983,,1,490.08,At Risk
12984,,1,97.5,At Risk
12985,,2,1239.38,At Risk
12986,,10,2729.840000000002,Loyal
12987,,5,1312.21,At Risk
12988,,1,505.82,At Risk
12989,,33,13551.750000000002,Loyal
12990,,7,955.4999999999999,At Risk
12991,,3,764.8199999999999,At Risk
12992,,1,93.35000000000001,At Risk
12993,,8,1259.6299999999999,At Risk
12994,,3,974.42,At Risk
12995,,1,211.32,At Risk
12996,,1,355.5,At Risk
12997,,8,2110.91,At Risk
12998,,3,920.0799999999999,At Risk
12999,,3,455.8799999999999,At Risk
13000,,4,1032.5,At Risk
13001,,33,24042.64999999996,Loyal
13002,,3,414.13000000000005,At Risk
13003,,3,149.05,At Risk
13004,,36,11650.849999999982,Loyal
13005,,4,999.6799999999998,At Risk
13006,,1,81.57,At Risk
13007,,1,175.25,At Risk
13008,,3,612.13,At Risk
13009,,1,234.0,At Risk
13010,,2,330.11999999999995,At Risk
13011,,1,50.550000000000004,At Risk
13012,,11,2957.83,Loyal
13013,,29,11097.43,Loyal
13014,,11,5381.080000000003,Loyal
13015,,11,6579.779999999998,Loyal
13016,,3,789.8899999999996,At Risk
13017,,1,204.0,At Risk
13018,,35,9763.159999999994,Loyal
13019,,6,1229.9500000000003,At Risk
13020,,2,618.96,At Risk
13021,,17,4887.239999999998,Loyal
13022,,1,65.3,At Risk
13023,,3,1449.0300000000002,At Risk
13024,,2,555.8699999999999,At Risk
13025,,1,323.39000000000004,At Risk
13026,,9,1733.0799999999997,At Risk
13027,,19,17239.199999999997,Loyal
13028,,2,661.32,At Risk
13029,,5,1927.3,At Risk
13030,,2,752.4399999999999,At Risk
13031,,5,3292.839999999998,At Risk
13032,,9,2815.960000000002,At Risk
13033,,2,220.54999999999998,At Risk
13034,,3,756.8199999999998,At Risk
13035,,3,1364.2,At Risk
13036,,1,307.1,At Risk
13037,,12,3914.95,Loyal
13038,,3,908.4599999999999,At Risk
13039,,4,1010.7299999999999,At Risk
13040,,2,676.9900000000001,At Risk
13041,,4,799.13,At Risk
13042,,3,1488.5900000000004,At Risk
13043,,1,516.4200000000001,At Risk
13044,,11,4848.050000000006,Loyal
13045,,3,808.9200000000001,At Risk
13046,,3,949.2500000000001,At Risk
13047,,24,8428.530000000004,Loyal
13048,,9,4049.13,At Risk
13049,,4,1408.2400000000002,At Risk
13050,,35,11986.519999999984,Loyal
13051,,2,155.8,At Risk
13052,,7,3119.3300000000013,At Risk
13053,,1,127.65,At Risk
13055,,4,2321.11,At Risk
13056,,1,209.48,At Risk
13057,,3,709.59,At Risk
13058,,3,271.4,At Risk
13059,,10,2291.7700000000004,Loyal
13060,,1,307.53,At Risk
13061,,1,248.60999999999999,At Risk
13062,,1,346.98,At Risk
13063,,1,188.39999999999998,At Risk
13064,,6,1666.8400000000006,At Risk
13065,,5,1055.0500000000006,At Risk
13066,,2,470.80000000000007,At Risk
13067,,3,508.50999999999993,At Risk
13068,,2,344.0,At Risk
13069,,38,9284.44999999999,Loyal
13070,,4,751.6999999999997,At Risk
13071,,1,129.22,At Risk
13072,,1,177.14999999999998,At Risk
13073,,2,418.08,At Risk
13074,,4,1378.74,At Risk
13075,,1,919.61,At Risk
13076,,1,135.4,At Risk
13077,,11,2740.6499999999974,Loyal
13078,,57,29018.060000000012,Loyal
13079,,6,419.18,At Risk
13080,,4,280.73,At Risk
13081,,28,56838.37000000006,Loyal
13082,,21,7335.749999999997,Loyal
13083,,3,395.43,At Risk
13084,,1,122.39999999999999,At Risk
13085,,8,2433.2800000000007,At Risk
13086,,1,439.3299999999998,At Risk
13087,,1,313.64,At Risk
13088,,1,236.11,At Risk
13089,,203,113416.90999999936,Loyal
13090,,24,13091.739999999998,Loyal
13091,,3,2321.820000000001,At Risk
13092,,12,2140.28,Loyal
13093,,55,54144.25000000008,Loyal
13094,,13,2209.4399999999996,Loyal
13095,,1,74.4,At Risk
13096,,1,419.7,At Risk
13097,,28,13324.10000000002,Loyal
13098,,28,28882.440000000013,Loyal
13099,,1,207.36,At Risk
13101,,4,695.4000000000001,At Risk
13102,,37,11380.099999999968,Loyal
13103,,3,709.64,At Risk
13104,,9,1709.1000000000001,At Risk
13105,,1,72.0,At Risk
13106,,2,603.46,At Risk
13107,,9,5253.069999999998,At Risk
13108,,2,748.46,At Risk
13109,,3,1134.0300000000004,At Risk
13110,,12,2957.469999999999,Loyal
13111,,1,321.88000000000005,At Risk
13112,,1,20.599999999999998,At Risk
13113,,37,18230.069999999996,Loyal
13114,,1,234.37999999999997,At Risk
13115,,10,5494.699999999995,Loyal
13116,,1,501.14000000000004,At Risk
13117,,18,2255.66,Loyal
13118,,9,2415.4100000000035,At Risk
13119,,1,134.9,At Risk
13120,,1,30.6,At Risk
13121,,1,283.7299999999999,At Risk
13122,,2,922.3900000000002,At Risk
13123,,2,506.74999999999994,At Risk
13124,,4,4641.659999999997,At Risk
13125,,1,148.62,At Risk
